time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.22235	18.5704	4.90875	3.82169	0.415817	radar	1.35659	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07507	18.4107	4.87965	3.85606	0.437524	lidar	2.11978	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90761	18.2336	4.88894	3.91743	0.547772	radar	6.73443	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.67072	18.0972	4.91892	3.91039	0.496622	lidar	2.93099	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49219	17.9473	4.90319	3.90883	0.429905	radar	3.3639	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27789	17.7847	4.92649	3.9135	0.403792	lidar	1.34768	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.11325	17.5983	4.93481	3.96056	0.476104	radar	2.5256	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91864	17.4819	4.92128	3.95102	0.431029	lidar	5.90979	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.79226	17.261	4.92598	4.02487	0.547196	radar	3.0376	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.61822	17.0774	4.93489	4.04178	0.53174	lidar	0.247377	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.44272	16.9117	4.92291	4.02725	0.433928	radar	2.17003	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.27254	16.7403	4.92199	4.03552	0.414841	lidar	0.500383	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09677	16.5481	4.92939	4.03303	0.35594	radar	5.07408	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.94857	16.3204	4.94666	4.06418	0.373469	lidar	2.52975	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77953	16.1451	4.93997	4.05405	0.309943	radar	0.833717	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57462	15.9829	4.95269	4.03599	0.261084	lidar	1.6535	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46644	15.7474	4.96154	4.10462	0.382787	radar	2.57314	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.29891	15.5354	4.98231	4.11467	0.368695	lidar	1.27457	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.1431	15.3426	4.98233	4.11852	0.342715	radar	0.88061	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.941776	15.1355	5.01815	4.10883	0.302157	lidar	3.48242	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.785141	14.9523	5.00651	4.09824	0.244762	radar	1.68346	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.669468	14.735	4.99934	4.12543	0.26627	lidar	0.343345	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.573024	14.4914	5.00775	4.18433	0.364088	radar	2.20133	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.402871	14.2763	5.03132	4.18231	0.334139	lidar	1.53281	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.310013	14.0255	5.04925	4.2493	0.45456	radar	3.89313	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.275323	13.7682	5.03119	4.31354	0.515119	lidar	2.53385	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.189886	13.5274	5.03981	4.35643	0.55921	radar	1.06234	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.0215673	13.3067	5.06725	4.33945	0.488954	lidar	2.79127	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.0971882	13.0868	5.06118	4.335	0.427847	radar	0.990383	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.121856	12.8484	5.03544	4.39092	0.483246	lidar	2.03448	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.25026	12.6238	5.03344	4.36952	0.387413	radar	4.05674	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.376559	12.3913	5.04673	4.36435	0.348388	lidar	0.668894	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.516953	12.1821	5.0406	4.33715	0.26594	radar	3.62674	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.604299	11.9577	5.03188	4.3503	0.266501	lidar	0.351202	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.740014	11.7323	5.03872	4.33126	0.209189	radar	2.63182	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.932823	11.5023	5.0718	4.28876	0.129152	lidar	4.07307	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.05287	11.2739	5.0691	4.27137	0.0684609	radar	2.1797	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22764	11.0548	5.08682	4.23999	0.0188745	lidar	1.70828	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28789	10.8054	5.09241	4.29876	0.148591	radar	2.42952	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41215	10.5576	5.11234	4.29865	0.1386	lidar	1.33906	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48198	10.2973	5.12636	4.3444	0.227522	radar	2.37324	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59083	10.0815	5.11586	4.34293	0.209863	lidar	1.29939	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68201	9.84864	5.11055	4.34936	0.198831	radar	0.271182	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76506	9.62114	5.09947	4.3602	0.200378	lidar	0.477855	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.86081	9.37457	5.11358	4.38048	0.239402	radar	2.77545	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.9311	9.08907	5.14244	4.40547	0.256988	lidar	5.13479	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.02519	8.8617	5.13102	4.39537	0.203632	radar	1.434	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12044	8.6107	5.14274	4.3985	0.192774	lidar	0.42066	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.24072	8.36448	5.15948	4.38758	0.162329	radar	3.28874	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.29698	8.12165	5.14924	4.40772	0.180096	lidar	0.405793	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37244	7.89936	5.12925	4.40891	0.160998	radar	4.96714	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48288	7.65163	5.14405	4.40047	0.136991	lidar	0.865038	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65102	7.42263	5.15626	4.34021	0.00139339	radar	5.33386	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75476	7.16981	5.17007	4.33746	-0.00263359	lidar	0.664127	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81424	6.92914	5.16161	4.36922	0.0716001	radar	1.69284	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87127	6.7053	5.13586	4.38277	0.084294	lidar	2.17846	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.95047	6.47283	5.12109	4.36627	0.0145395	radar	4.0149	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-3.01016	6.22972	5.11293	4.37906	0.0304087	lidar	0.647926	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.1198	5.98722	5.12539	4.37631	0.0392558	radar	3.04104	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1956	5.71939	5.14288	4.38574	0.0493885	lidar	1.81638	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30379	5.47473	5.15007	4.35938	-0.0257841	radar	1.91896	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39744	5.21861	5.16366	4.35841	-0.025102	lidar	0.702429	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46299	4.96964	5.16235	4.38155	0.0348511	radar	0.473633	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56767	4.70365	5.18839	4.37821	0.0291705	lidar	2.47733	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67472	4.45555	5.19671	4.35248	-0.0460436	radar	2.099	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80049	4.19713	5.22296	4.33953	-0.0582767	lidar	3.22512	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88251	3.95292	5.22061	4.35835	0.00525406	radar	1.23392	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96007	3.71156	5.21271	4.36269	0.00966575	lidar	0.404248	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06883	3.49618	5.19483	4.3371	-0.0556779	radar	3.52638	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16154	3.25023	5.19755	4.33604	-0.0534223	lidar	0.0537654	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27345	3.00229	5.20914	4.31925	-0.0920691	radar	0.733511	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36081	2.73484	5.22685	4.32384	-0.0794479	lidar	1.81606	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44783	2.48364	5.23032	4.33439	-0.0414211	radar	0.372939	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5491	2.22485	5.24603	4.33394	-0.0378829	lidar	1.07006	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6612	1.99277	5.24198	4.29856	-0.141584	radar	3.45439	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77357	1.73024	5.26478	4.29434	-0.135543	lidar	2.33036	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89591	1.48706	5.27415	4.27355	-0.175732	radar	0.558369	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96236	1.24027	5.26196	4.28109	-0.156563	lidar	4.54261	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06095	1.01048	5.2485	4.28518	-0.118992	radar	0.891716	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12709	0.765451	5.23603	4.29423	-0.100778	lidar	3.95634	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21489	0.486697	5.26425	4.29911	-0.098812	radar	5.76502	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29211	0.238647	5.25878	4.30528	-0.0842501	lidar	1.49645	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40124	-0.00103752	5.25782	4.31677	-0.0228102	radar	6.02878	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47246	-0.249566	5.25114	4.32715	-0.00723368	lidar	1.60669	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59825	-0.450436	5.22438	4.30215	-0.053456	radar	3.88421	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73939	-0.6491	5.20233	4.27654	-0.0868634	lidar	2.9692	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.85643	-0.87334	5.19811	4.24634	-0.169387	radar	5.1137	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94954	-1.13219	5.21304	4.25386	-0.145454	lidar	1.29625	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.0343	-1.39314	5.22553	4.2667	-0.112896	radar	2.80985	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17553	-1.6048	5.21548	4.24423	-0.138383	lidar	1.0448	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.3236	-1.82454	5.22274	4.19469	-0.260841	radar	3.47092	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4288	-2.06967	5.22978	4.19679	-0.237641	lidar	0.707978	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.58213	-2.27585	5.21941	4.17601	-0.239092	radar	2.89048	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.73403	-2.48599	5.21511	4.15331	-0.255835	lidar	0.294662	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8919	-2.69467	5.21322	4.12941	-0.273905	radar	0.878238	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97839	-2.95884	5.22912	4.15421	-0.212987	lidar	3.06914	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10588	-3.18615	5.22628	4.15827	-0.174714	radar	0.337485	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.2312	-3.39261	5.20888	4.14958	-0.175501	lidar	1.4167	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.37498	-3.63116	5.2254	4.14728	-0.161654	radar	4.4515	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.54058	-3.78899	5.1867	4.10799	-0.211719	lidar	4.82876	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68579	-3.9978	5.18366	4.09568	-0.217916	radar	0.475112	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83753	-4.22086	5.19403	4.08885	-0.211168	lidar	0.391102	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98711	-4.43794	5.19724	4.08426	-0.197621	radar	0.377369	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.14386	-4.66845	5.2149	4.08062	-0.187213	lidar	1.17493	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27637	-4.88932	5.20333	4.1015	-0.108736	radar	2.51691	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40546	-5.1118	5.20166	4.10828	-0.0894966	lidar	0.279548	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54665	-5.30465	5.17582	4.11296	-0.0509147	radar	4.36656	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74287	-5.49386	5.18112	4.08052	-0.0976888	lidar	1.69759	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89642	-5.70088	5.17747	4.07975	-0.0828326	radar	0.410228	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05776	-5.88819	5.16631	4.06482	-0.0997144	lidar	0.420216	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18757	-6.07726	5.13427	4.07805	-0.0491919	radar	7.41316	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3854	-6.18781	5.08738	4.0219	-0.133227	lidar	7.5471	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55374	-6.38034	5.08501	4.01593	-0.124644	radar	0.922807	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69704	-6.58213	5.08091	4.02123	-0.106687	lidar	0.305922	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92429	-6.73374	5.08671	3.96583	-0.194298	radar	6.7192	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1383	-6.88334	5.08255	3.92478	-0.243383	lidar	0.674069	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3233	-7.04649	5.07654	3.90367	-0.259984	radar	1.26118	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5581	-7.2041	5.09259	3.86293	-0.302284	lidar	2.5765	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7693	-7.34154	5.08567	3.82684	-0.337109	radar	2.07926	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0165	-7.4834	5.103	3.7827	-0.378159	lidar	2.59505	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2121	-7.62345	5.08679	3.76374	-0.378181	radar	1.63747	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.359	-7.78966	5.06234	3.77703	-0.330795	lidar	4.30407	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5627	-7.91479	5.04561	3.75016	-0.347797	radar	2.36595	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7508	-8.02154	5.01506	3.72204	-0.368755	lidar	4.51193	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9603	-8.13033	4.98862	3.69015	-0.393311	radar	3.13045	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1803	-8.21693	4.97328	3.64709	-0.432082	lidar	1.30459	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.404	-8.33397	4.9851	3.6264	-0.424391	radar	1.90863	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.6106	-8.415	4.96124	3.59215	-0.448323	lidar	2.9735	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.8386	-8.4822	4.93956	3.54197	-0.504137	radar	2.58203	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0994	-8.56892	4.96053	3.50458	-0.519256	lidar	2.15671	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3446	-8.65844	4.97575	3.48302	-0.501837	radar	2.05263	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5649	-8.70723	4.95511	3.44341	-0.528053	lidar	2.51961	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.8081	-8.71709	4.93477	3.36926	-0.624342	radar	3.98089	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-14.0157	-8.8512	4.93151	3.39117	-0.544781	lidar	1.45336	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2548	-8.94739	4.94785	3.4016	-0.459026	radar	2.59412	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.466	-9.07586	4.94082	3.42155	-0.396418	lidar	1.0052	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.7001	-9.13951	4.9357	3.39752	-0.409706	radar	0.345823	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9718	-9.13404	4.9496	3.33518	-0.470024	lidar	1.11631	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2223	-9.21066	4.96217	3.33168	-0.433672	radar	4.22492	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4677	-9.34461	4.97718	3.36097	-0.355709	lidar	4.90277	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.717	-9.36472	4.97151	3.31152	-0.426224	radar	1.9288	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9632	-9.46105	4.97987	3.3226	-0.376825	lidar	1.86492	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2181	-9.46041	4.9795	3.26958	-0.442874	radar	2.27925	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.468	-9.45119	4.97844	3.22555	-0.475427	lidar	0.511712	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.7001	-9.43532	4.96066	3.17564	-0.530487	radar	5.38142	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9696	-9.42646	4.97808	3.14051	-0.539887	lidar	1.05634	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2164	-9.49924	4.98187	3.16755	-0.441017	radar	8.02247	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4711	-9.52224	4.98734	3.1559	-0.425372	lidar	0.42988	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7277	-9.50814	4.99163	3.11822	-0.463061	radar	1.62109	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9795	-9.47478	4.9945	3.08198	-0.481065	lidar	0.17715	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2267	-9.42879	4.99263	3.03297	-0.534865	radar	0.582801	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4425	-9.47254	4.96245	3.04344	-0.488447	lidar	2.75357	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6816	-9.45928	4.95715	3.03527	-0.449319	radar	1.80363	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.928	-9.45581	4.95539	3.02594	-0.431403	lidar	0.25788	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1616	-9.41387	4.94801	3.0043	-0.42091	radar	4.10253	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3996	-9.29488	4.95319	2.94108	-0.478594	lidar	2.91521	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6352	-9.20969	4.95177	2.88832	-0.540788	radar	0.994388	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8763	-9.0911	4.9628	2.83546	-0.574136	lidar	1.01729	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1112	-8.99232	4.96691	2.80225	-0.568803	radar	4.90111	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3178	-9.10252	4.90429	2.86078	-0.466536	lidar	16.435	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5589	-9.05644	4.90424	2.85456	-0.434373	radar	1.53063	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7773	-8.96562	4.89666	2.82181	-0.450421	lidar	0.852959	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.017	-8.8812	4.90422	2.79313	-0.46792	radar	2.17378	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2194	-8.80961	4.87938	2.77188	-0.469078	lidar	2.11413	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4517	-8.71564	4.88478	2.74065	-0.493425	radar	1.67058	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6561	-8.68422	4.84966	2.74165	-0.464819	lidar	3.29382	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8496	-8.5191	4.84823	2.6529	-0.612672	radar	6.13124	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0534	-8.44512	4.82737	2.63895	-0.593926	lidar	1.21352	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2659	-8.33263	4.82732	2.62831	-0.537544	radar	2.12443	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4897	-8.24841	4.82465	2.61983	-0.514211	lidar	1.11591	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6852	-8.11827	4.81893	2.5823	-0.543034	radar	1.10556	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8941	-7.9128	4.85462	2.52749	-0.572568	lidar	3.77371	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0842	-7.75809	4.85626	2.47146	-0.651568	radar	2.90694	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2971	-7.59963	4.87594	2.44374	-0.641712	lidar	1.71099	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4998	-7.46366	4.8759	2.45159	-0.535105	radar	2.21414	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.668	-7.31508	4.85986	2.42305	-0.540404	lidar	0.928519	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8582	-7.15759	4.86343	2.40941	-0.503522	radar	0.896179	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0303	-7.04887	4.83036	2.40029	-0.48973	lidar	2.94452	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1956	-6.8652	4.83386	2.35875	-0.527856	radar	1.81151	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3435	-6.63544	4.85206	2.30849	-0.55459	lidar	2.70106	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
